,Symbol,Attribute,Trait,Count,Trait_Frequency,Trait_Rank,Overall_Frequency,Overall_Rank,Attribute_Frequency,Attribute_std_dev,Rarity_Score
0,MEKA,Colors,min,0,0.0,1.0,0.0,1,0.008264462809917356,0.5,0.0
1,MEKA,Colors,max,5,1.0,2.0,0.0005626195566557894,6,0.008264462809917356,0.5,4.649748402113962e-06
2,MEKA,Arms,mi racer a1,738,0.08307068887888339,18.0,0.0830426465623945,207,0.08677685950413223,0.04117309860454172,0.0005986223428989203
3,MEKA,Arms,f9 samourai a1,109,0.012269248086447547,4.0,0.012265106335096207,91,0.08677685950413223,0.04117309860454172,1.305849702921922e-05
4,MEKA,Arms,mi racer a2,355,0.03995947771274201,11.0,0.039945988522561045,171,0.08677685950413223,0.04117309860454172,0.0001385150314036994
5,MEKA,Arms,f9 samourai a0,30,0.003376857271499325,1.0,0.003375717339934736,22,0.08677685950413223,0.04117309860454172,9.891968122462165e-07
6,MEKA,Arms,og squadron 4,408,0.04592525889239082,12.0,0.04590975582311241,174,0.08677685950413223,0.04117309860454172,0.00018296184239306019
7,MEKA,Arms,f9 jingasa a2,294,0.03309320126069338,10.0,0.03308202993136041,162,0.08677685950413223,0.04117309860454172,9.500246184812662e-05
8,MEKA,Arms,mi sonic a1,98,0.011031067086897793,3.0,0.011027343310453472,80,0.08677685950413223,0.04117309860454172,1.0555829094236292e-05
9,MEKA,Arms,mi radar a1,717,0.08070688878883386,17.0,0.0806796444244402,206,0.08677685950413223,0.04117309860454172,0.0005650391111231614
10,MEKA,Arms,og trooper a2,1261,0.14194056731202162,19.0,0.14189265218859007,226,0.08677685950413223,0.04117309860454172,0.0017477140269841847
11,MEKA,Arms,og trooper a1,1419,0.15972534894191806,20.0,0.15967143017891303,230,0.08677685950413223,0.04117309860454172,0.002213120136070338
12,MEKA,Arms,og arms brick,88,0.00990544799639802,2.0,0.009902104197141893,72,0.08677685950413223,0.04117309860454172,8.511489015594113e-06
13,MEKA,Arms,og solid tank,707,0.07958126969833408,16.0,0.07955440531112862,205,0.08677685950413223,0.04117309860454172,0.0005493878193382879
14,MEKA,Arms,og squadron 3,463,0.05211616389013958,14.0,0.0520985709463261,186,0.08677685950413223,0.04117309860454172,0.00023561459049378805
15,MEKA,Arms,f9 jingasa a1,471,0.0530166591625394,15.0,0.052998762236975354,187,0.08677685950413223,0.04117309860454172,0.00024382712225056992
16,MEKA,Arms,og metal spike,126,0.014182800540297164,5.0,0.014178012827725892,101,0.08677685950413223,0.04117309860454172,1.744943176802326e-05
17,MEKA,Arms,gai sōhei a1,228,0.025664115263394866,9.0,0.025655451783503994,151,0.08677685950413223,0.04117309860454172,5.713600787534146e-05
18,MEKA,Arms,gai jingasa a1,471,0.0530166591625394,15.0,0.052998762236975354,188,0.08677685950413223,0.04117309860454172,0.00024382712225056992
19,MEKA,Arms,f9 bastion,152,0.017109410175596577,7.0,0.017103634522335997,116,0.08677685950413223,0.04117309860454172,2.539378127792954e-05
20,MEKA,Arms,gai jingasa a2,450,0.05065285907248987,13.0,0.05063576009902104,183,0.08677685950413223,0.04117309860454172,0.00022256928275539873
21,MEKA,Arms,gai yasuke,133,0.014970733903647006,6.0,0.014965680207043997,105,0.08677685950413223,0.04117309860454172,1.9442113790914806e-05
22,MEKA,Arms,gai youma,166,0.018685276902296263,8.0,0.018678969280972207,121,0.08677685950413223,0.04117309860454172,3.028700817584083e-05
23,MEKA,Weapon,og solid blade,61,0.03320631464344039,14.0,0.00686395859120063,42,0.11570247933884298,0.02421590613049573,2.6371692243845913e-05
24,MEKA,Weapon,og dawn sword,137,0.07457811649428416,24.0,0.015415775852368628,109,0.11570247933884298,0.02421590613049573,0.00013302077176155443
25,MEKA,Weapon,og plasma ray,60,0.0326619488296135,13.0,0.006751434679869472,41,0.11570247933884298,0.02421590613049573,2.5514133855911124e-05
26,MEKA,Weapon,gai gento,22,0.011976047904191617,5.0,0.0024755260492854733,16,0.11570247933884298,0.02421590613049573,3.4302335517391625e-06
27,MEKA,Weapon,og smiley k2,45,0.024496461622210124,10.0,0.0050635760099021045,30,0.11570247933884298,0.02421590613049573,1.4351700293950006e-05
28,MEKA,Weapon,gai katana,140,0.07621121393576484,25.0,0.015753347586362102,110,0.11570247933884298,0.02421590613049573,0.00013891028432662722
29,MEKA,Weapon,mi spectral blade,56,0.030484485574305935,12.0,0.0063013390345448405,38,0.11570247933884298,0.02421590613049573,2.2225645492260356e-05
30,MEKA,Weapon,og dawn sword x2,26,0.014153511159499184,7.0,0.0029256216946101045,18,0.11570247933884298,0.02421590613049573,4.790987357387755e-06
31,MEKA,Weapon,og gatling gun,109,0.05933587370713119,22.0,0.012265106335096207,89,0.11570247933884298,0.02421590613049573,8.420372898391113e-05
32,MEKA,Weapon,og thunder gun,77,0.041916167664670656,18.0,0.008664341172499156,57,0.11570247933884298,0.02421590613049573,4.202036100880474e-05
33,MEKA,Weapon,mi wing blade x2,17,0.009254218835057159,2.0,0.0019129064926296838,12,0.11570247933884298,0.02421590613049573,2.04821796787731e-06
34,MEKA,Weapon,og omega x2,19,0.010342950462710943,4.0,0.0021379543152919996,15,0.11570247933884298,0.02421590613049573,2.5585006449955326e-06
35,MEKA,Weapon,gai katana x2,54,0.02939575394665215,11.0,0.006076291211882525,36,0.11570247933884298,0.02421590613049573,2.066644842328801e-05
36,MEKA,Weapon,mi rockets,56,0.030484485574305935,12.0,0.0063013390345448405,37,0.11570247933884298,0.02421590613049573,2.2225645492260356e-05
37,MEKA,Weapon,mi utopia,13,0.007076755579749592,1.0,0.0014628108473050522,10,0.11570247933884298,0.02421590613049573,1.1977468393469387e-06
38,MEKA,Weapon,mi rockets x,108,0.0587915078933043,21.0,0.01215258242376505,86,0.11570247933884298,0.02421590613049573,8.266579369315204e-05
39,MEKA,Weapon,gai kochi,76,0.04137180185084377,17.0,0.008551817261167998,54,0.11570247933884298,0.02421590613049573,4.093601031992852e-05
40,MEKA,Weapon,og omega,29,0.015786608600979857,8.0,0.003263193428603578,20,0.11570247933884298,0.02421590613049573,5.960385159117014e-06
41,MEKA,Weapon,gai tessen x2,69,0.03756124115405553,15.0,0.007764149881849893,49,0.11570247933884298,0.02421590613049573,3.374244202444246e-05
42,MEKA,Weapon,og smiley k1,86,0.046815459989112684,20.0,0.009677056374479577,66,0.11570247933884298,0.02421590613049573,5.241737055508852e-05
43,MEKA,Weapon,gai enten,83,0.045182362547632006,19.0,0.009339484640486104,61,0.11570247933884298,0.02421590613049573,4.8824130037047704e-05
44,MEKA,Weapon,og solid blade x2,32,0.017419706042460535,9.0,0.003600765162597052,23,0.11570247933884298,0.02421590613049573,7.257353630125832e-06
45,MEKA,Weapon,mi spectral blade x2,18,0.00979858464888405,3.0,0.0020254304039608417,13,0.11570247933884298,0.02421590613049573,2.296272047032001e-06
46,MEKA,Weapon,og canon brick,24,0.0130647795318454,6.0,0.002700573871947789,17,0.11570247933884298,0.02421590613049573,4.08226141694578e-06
47,MEKA,Weapon,gai kochi x2,70,0.03810560696788242,16.0,0.007876673793181051,50,0.11570247933884298,0.02421590613049573,3.4727571081656805e-05
48,MEKA,Weapon,gai gessoku,26,0.014153511159499184,7.0,0.0029256216946101045,19,0.11570247933884298,0.02421590613049573,4.790987357387755e-06
49,MEKA,Weapon,og cannons,193,0.1050626020685901,26.0,0.02171711488691347,136,0.11570247933884298,0.02421590613049573,0.00026399332555523155
50,MEKA,Weapon,mi ray guns,131,0.07131192161132281,23.0,0.014740632384381681,103,0.11570247933884298,0.02421590613049573,0.00012162445863924744
51,MEKA,Mask,og trooper m2,674,0.07586672669968483,32.0,0.0758411162372004,203,0.14049586776859505,0.025801582140933036,0.0008083875458581331
52,MEKA,Mask,mi racer m2,428,0.04817649707339036,28.0,0.048160234049735566,179,0.14049586776859505,0.025801582140933036,0.0003259773005848344
53,MEKA,Mask,og filter,450,0.05065285907248987,29.0,0.05063576009902104,184,0.14049586776859505,0.025801582140933036,0.0003603502673182646
54,MEKA,Mask,f9 bastion m2,76,0.008554705087798289,5.0,0.008551817261167998,55,0.14049586776859505,0.025801582140933036,1.0278435279161956e-05
55,MEKA,Mask,mi sonic m1,121,0.013619990995047276,10.0,0.013615393271070102,96,0.14049586776859505,0.025801582140933036,2.605376920398376e-05
56,MEKA,Mask,f9youma,18,0.002026114362899595,2.0,0.0020254304039608417,14,0.14049586776859505,0.025801582140933036,5.765604277092234e-07
57,MEKA,Mask,gai bastion m1,317,0.035682125168842865,25.0,0.03567007989197705,166,0.14049586776859505,0.025801582140933036,0.00017882092845701282
58,MEKA,Mask,gai youma,134,0.015083295812696983,13.0,0.015078204118375155,107,0.14049586776859505,0.025801582140933036,3.1952836543045726e-05
59,MEKA,Mask,gai ukiyo-e,86,0.009680324178298064,7.0,0.009677056374479577,65,0.14049586776859505,0.025801582140933036,1.3161237417708075e-05
60,MEKA,Mask,mi falcon m0,59,0.006641152633948672,3.0,0.006638910768538314,40,0.14049586776859505,0.025801582140933036,6.194465582888292e-06
61,MEKA,Mask,og monkey r-7,316,0.03556956325979289,24.0,0.03555755598064589,165,0.14049586776859505,0.025801582140933036,0.0001776945002139883
62,MEKA,Mask,mi kaiman,108,0.012156686177397569,9.0,0.01215258242376505,87,0.14049586776859505,0.025801582140933036,2.075617539753204e-05
63,MEKA,Mask,f9 bastion m1,154,0.017334533993696534,15.0,0.017328682344998313,119,0.14049586776859505,0.025801582140933036,4.220279970232081e-05
64,MEKA,Mask,mi radar m1,207,0.02330031517334534,20.0,0.02329244964554968,142,0.14049586776859505,0.025801582140933036,7.62501165645448e-05
65,MEKA,Mask,f9 assault,185,0.020823953174245836,18.0,0.020816923596264206,134,0.14049586776859505,0.025801582140933036,6.090364394551904e-05
