,Symbol,Attribute,Trait,Count,Trait_Frequency,Trait_Rank,Overall_Frequency,Overall_Rank,Attribute_Frequency,Attribute_std_dev,Rarity_Score
0,DOODLE,head,purple alien,1,0.0001,1.0,0.00010002000400080016,1,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
1,DOODLE,head,brittle bones skelly,1,0.0001,1.0,0.00010002000400080016,77,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
2,DOODLE,head,gold alien,1,0.0001,1.0,0.00010002000400080016,76,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
3,DOODLE,head,pink alien,1,0.0001,1.0,0.00010002000400080016,75,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
4,DOODLE,head,blue alien,1,0.0001,1.0,0.00010002000400080016,73,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
5,DOODLE,head,green ape,3,0.0003,3.0,0.0003000600120024005,92,0.16981132075471697,0.03857440077385167,1.5286076083141154e-08
6,DOODLE,head,orange,961,0.0961,22.0,0.09611922384476895,259,0.16981132075471697,0.03857440077385167,0.0015685569189309559
7,DOODLE,head,blue ape,1,0.0001,1.0,0.00010002000400080016,65,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
8,DOODLE,head,pale,936,0.0936,19.0,0.09361872374474894,256,0.16981132075471697,0.03857440077385167,0.0014880077902372924
9,DOODLE,head,lit,30,0.003,10.0,0.0030006001200240046,118,0.16981132075471697,0.03857440077385167,1.5286076083141155e-06
10,DOODLE,head,holographic,1,0.0001,1.0,0.00010002000400080016,61,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
11,DOODLE,head,pickle,35,0.0035,14.0,0.0035007001400280055,125,0.16981132075471697,0.03857440077385167,2.0806048002053243e-06
12,DOODLE,head,holographic cat,1,0.0001,1.0,0.00010002000400080016,60,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
13,DOODLE,head,icecream,17,0.0017,7.0,0.0017003400680136026,113,0.16981132075471697,0.03857440077385167,4.908528875586438e-07
14,DOODLE,head,green,983,0.0983,24.0,0.09831966393278656,261,0.16981132075471697,0.03857440077385167,0.0016411963524780426
15,DOODLE,head,holographic ape,1,0.0001,1.0,0.00010002000400080016,56,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
16,DOODLE,head,gold,1,0.0001,1.0,0.00010002000400080016,55,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
17,DOODLE,head,green cat,1,0.0001,1.0,0.00010002000400080016,67,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
18,DOODLE,head,pink,970,0.097,23.0,0.09701940388077615,260,0.16981132075471697,0.03857440077385167,0.0015980743318475014
19,DOODLE,head,balloon,31,0.0031,11.0,0.003100620124024805,119,0.16981132075471697,0.03857440077385167,1.63221323509985e-06
20,DOODLE,head,stellar,1,0.0001,1.0,0.00010002000400080016,54,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
21,DOODLE,head,devil,43,0.0043,15.0,0.004300860172034407,128,0.16981132075471697,0.03857440077385167,3.1404394086364443e-06
22,DOODLE,head,rainbow,26,0.0026,9.0,0.002600520104020804,117,0.16981132075471697,0.03857440077385167,1.1481541591337134e-06
23,DOODLE,head,gold ape,1,0.0001,1.0,0.00010002000400080016,62,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
24,DOODLE,head,purple,934,0.0934,18.0,0.09341868373674735,255,0.16981132075471697,0.03857440077385167,0.0014816555763982984
25,DOODLE,head,pink ape,2,0.0002,2.0,0.00020004000800160032,82,0.16981132075471697,0.03857440077385167,6.79381159250718e-09
26,DOODLE,head,skelly,14,0.0014,6.0,0.0014002800560112022,110,0.16981132075471697,0.03857440077385167,3.3289676803285185e-07
27,DOODLE,head,cat,8,0.0008,4.0,0.0008001600320064013,103,0.16981132075471697,0.03857440077385167,1.0870098548011488e-07
28,DOODLE,head,devil cat,1,0.0001,1.0,0.00010002000400080016,71,0.16981132075471697,0.03857440077385167,1.698452898126795e-09
29,DOODLE,head,tan,997,0.0997,25.0,0.09971994398879776,262,0.16981132075471697,0.03857440077385167,0.0016882774668141173
30,DOODLE,head,ape,12,0.0012,5.0,0.001200240048009602,108,0.16981132075471697,0.03857440077385167,2.4457721733025846e-07
