,Symbol,Attribute,Trait,Count,Trait_Frequency,Trait_Rank,Overall_Frequency,Overall_Rank,Attribute_Frequency,Attribute_std_dev,Rarity_Score
0,BAKC,Eyes,suspicious,351,0.036554884399083526,25.0,0.036554884399083526,149,0.1807909604519774,0.03432429975258755,0.0002415836516936244
1,BAKC,Eyes,cyborg,68,0.007081857946261196,2.0,0.007081857946261196,8,0.1807909604519774,0.03432429975258755,9.067156966512604e-06
2,BAKC,Eyes,heart eyes,304,0.03166007081857946,19.0,0.03166007081857946,137,0.1807909604519774,0.03432429975258755,0.00018121764234801658
3,BAKC,Eyes,wide,337,0.035096854821912105,23.0,0.035096854821912105,145,0.1807909604519774,0.03432429975258755,0.00022269635586718642
4,BAKC,Eyes,radioactive,170,0.01770464486565299,11.0,0.01770464486565299,62,0.1807909604519774,0.03432429975258755,5.666973104070378e-05
5,BAKC,Eyes,shutter shades,192,0.019995834201208082,14.0,0.019995834201208082,83,0.1807909604519774,0.03432429975258755,7.22862617676299e-05
6,BAKC,Eyes,mystic eye,154,0.01603832534888565,10.0,0.01603832534888565,57,0.1807909604519774,0.03432429975258755,4.6504475479630814e-05
7,BAKC,Eyes,confused,310,0.03228494063736721,21.0,0.03228494063736721,140,0.1807909604519774,0.03432429975258755,0.00018844156238794572
8,BAKC,Eyes,blue beams,64,0.006665278067069361,1.0,0.006665278067069361,7,0.1807909604519774,0.03432429975258755,8.031806863069988e-06
9,BAKC,Eyes,sad,389,0.04051239325140596,28.0,0.04051239325140596,156,0.1807909604519774,0.03432429975258755,0.0002967238882633334
10,BAKC,Eyes,cyberpunk visor,110,0.011455946677775464,5.0,0.011455946677775464,25,0.1807909604519774,0.03432429975258755,2.3726773203893276e-05
11,BAKC,Eyes,pilot goggles,189,0.019683399291814205,13.0,0.019683399291814205,81,0.1807909604519774,0.03432429975258755,7.004496410051833e-05
12,BAKC,Eyes,robot,238,0.024786502811914184,17.0,0.024786502811914184,111,0.1807909604519774,0.03432429975258755,0.00011107267283977939
